model_name,cv_accuracy_mean,cv_accuracy_std,cv_f1_macro_mean,cv_f1_macro_std,avg_train_time_sec,avg_inference_time_sec
XGBoost,0.967264052767242,0.0004730937523525193,0.9556794113112625,0.0006686401635858261,4.167737440000019,0.0851919600000656
LightGBM,0.9634310090578122,0.0018457458973340623,0.9505881016570605,0.002430275460945509,2.8349766399998773,0.22661710000011226
CatBoost,0.9635297298198158,0.0006455013375412443,0.9503613499385656,0.0009077119824121196,6.426436600000125,0.016846559999976307
LogisticRegression,0.9267961877191297,0.0008685778532817891,0.8973029877404539,0.0011775861028599927,2.914557979999972,0.01601672000006147
